id;name;typ;traeger;ort;kanton;region;datum_von;datum_bis;datum_status;turnus;publikum;url;abrufdatum;beleg;deadline_aktion;deadline_typ;kosten;zugang;alter_max;wohnsitz;notiz
2027-05_solothurner-literaturtage;Solothurner Literaturtage / Journées Littéraires de Soleure;Festival;Solothurner Literaturtage (Verein);Solothurn;SO;DCH;2027-05-07;2027-05-09;bestaetigt;jaehrlich;Breitenpublikum+Fachpublikum+Branche+Schreibende;https://www.literatur.ch/de/;2026-09-08;Wir freuen uns auf die naechste Ausgabe der Solothurner Literaturtage: 7. - 9. Mai 2027;;;OFFEN;;;;"Datum 7.-9. Mai 2027 steht auf literatur.ch/de. Titelmeldung: Schweizer oder in der Schweiz lebende Autor:innen reichen Neuerscheinungen bei der Programmkommission ein - Frist fuer die Ausgabe 2027 aus dem Vorjahresmuster Anfang Dezember abgeleitet. Krimis Thriller historische Romane Fantasy und Autobiografien werden in der Regel nicht beruecksichtigt. Datum 7.-9.5.2027 auf literatur.ch bestaetigt; Programm und Tickets ab 9. April. Titelmeldefrist fuer 2027 nicht publiziert, Vorjahresmuster: Buecher bis Anfang Dezember des Vorjahres. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert"
2027-05_modul-s5-beger;Schreibjahr Modul S5, Gast Annette Beger (Kommode);Einzelveranstaltung;Salon der Kuenste;Zuerich;ZH;DCH;2027-05-15;2027-05-15;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;S5, 15.05.2027, Zuerich, Annette Beger, Kommode;KEINE;KEINE;;;;;Status laut Einsatzplan noch zu bestaetigen
2027-05_schweizer-vorlesetag;Schweizer Vorlesetag 2027;Einzelveranstaltung;Schweizerisches Institut fuer Kinder- und Jugendmedien SIKJM in Kooperation mit 20 Minuten;landesweit;CH;national;2027-05-19;2027-05-19;bestaetigt;jaehrlich;Breitenpublikum+Jugend;https://www.schweizervorlesetag.ch/de/;2026-09-08;Mittwoch 19. Mai 2027;OFFEN;OFFEN;0;;;;"Zehnte Ausgabe - Jubilaeum. Ab Ende Januar 2027 kann man eine eigene Vorleseaktion anmelden und wird gelistet. Frist als Anmeldebeginn Ende Januar zu lesen. Anmeldung fuer Vorleseaktionen OEFFNET Ende Januar 2027; ein Schlusstermin ist nicht publiziert"
2027-05_lh-zuerich-literatur-und-musik;Literatur und Musik mit Zora del Buono (Literaturhaus Zürich);Reihe;Literaturhaus Zürich;Zürich;ZH;DCH;2027-05-23;2027-05-23;bestaetigt;laufend;Breitenpublikum;https://literaturhaus.ch/programm/;2026-09-08;So 23.5., 11:15 Uhr: Literatur und Musik mit Zora del Buono;;;OFFEN;;;;Einer der wenigen bereits publizierten 2027-Termine der Deutschschweiz, zeigt Vorlaufzeit des Hauses von über acht Monaten Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2027-06_chilometro-zero;Chilometro zero;Reihe;Sistema bibliotecario ticinese (Sbt) mit Lugano, Bellinzona, Locarno, Mendrisio;Bellinzona;TI;ICH;2027-06-00;2027-08-00;erwartet;jaehrlich;Breitenpublikum+Schreibende;https://www4.ti.ch/decs/dcsu/osservatorio/agenda-culturale/cerca-evento/dettaglio/108397/chilometro_zero_scritture_a_confronto;2026-09-08;Mercoledi 26 agosto 2026, 18:30, Biblioteca cantonale, Viale S. Franscini 30a, Bellinzona;OFFEN;Programmeingabe;0;;;;Freiluft-Lesereihe der vier Kantonsbibliotheken im Sommer, 2026 in der siebten Ausgabe, auch als Chilometro zero alla Filanda in Mendrisio. Daten 2027 noch nicht publiziert
2027-06_literatur-open-air-liestal;Literatur Open Air Liestal;Festival;Kantonsbibliothek Baselland mit Dichter:innen- und Stadtmuseum Liestal und BuchBasel;Liestal;BL;DCH;2027-06-00;2027-06-00;erwartet;jaehrlich;Breitenpublikum;https://www.kbl.ch/alle-veranstaltungen/literaturopenairliestal;2026-09-08;Am 19. Juni 2026 fuehren wir wieder unser Literatur Open Air Liestal durch;OFFEN;Programmeingabe;OFFEN;;;;2026 war die 4. Ausgabe am 19. Juni auf dem Zeughausplatz - 2027 noch nicht publiziert. Lesungen und Poetry Slam. Kleines Format mit erreichbarem OK - guter erster Andockversuch
2027-06_literaturhaus-zuerich-masterclass;Masterclass Literaturhaus Zürich 2027;Ausschreibung;Literaturhaus Zürich;Zürich;ZH;DCH;2027-06-00;2027-06-00;erwartet;jaehrlich;Schreibende+Jugend;https://literaturhaus.ch/masterclass/;2026-09-08;Einsendung Bewerbung - wird erst bekannt gegeben / Durchführung - wird erst bekannt gegeben;OFFEN;Einreichfrist;0 Kosten werden vom Literaturhaus übernommen;alter;28;CH;In der SWOT enthalten (Nr. 14). 2026 lief sie vom 26.-28.06. mit Verena Rossbacher - daraus abgeleitet. Nur 18-28 Jahre und damit kein direkter Wettbewerber - aber der Beleg für die Förderlücke ab 28. [Zugang: Junge, in der Schweiz lebende Schreibende zwischen 18 und 28 Jahren. Kein Publikationsnach]
2027-06_penarosa-writer-in-residence;PenArosa Writer in Residence;Ausschreibung;Schreibwerkstatt PenArosa Georg Brunold;Arosa;GR;DCH;2027-06-00;2027-10-00;bestaetigt;jaehrlich;Schreibende;https://www.a-d-s.ch/foerderungen/ausschreibungen/?article=writer_in_residence_100_tage_im_aroser_bergsommer;2026-09-08;Einsendeschluss: 30. November 2026;2026-11-30;Einreichfrist;0;offen;;;für Teilnehmende — drei bis vier Monate im Aroser Bergsommer, Voraussetzung ist laufende Arbeit an einem Buchprojekt in fortgeschrittenem Stadium, keine Publikation und keine Altersgrenze verlangt. Offizielle Seite georgbrunold.org [Zugang: laufende Arbeit an einem Buchprojekt in fortgeschrittenem Stadium. Grundsaetzlich soll kei]
2027-06_poestate;Poestate;Festival;POESTATE;Lugano;TI;ICH;2027-06-00;2027-06-00;erwartet;jaehrlich;Breitenpublikum+Schreibende;https://www.poestate.ch/;2026-09-08;Poestate 2026, 30a edizione: 4, 5, 6 giugno 2026, Patio Palazzo Civico;OFFEN;Programmeingabe;OFFEN;;;;"Poesiefestival im Patio des Palazzo Civico, 2026 in der 30. Ausgabe. Datum 2027 am 08.09.2026 nicht publiziert; italienischsprachig"
2027-06_preis-schweizer-buchhandel;Preis des Schweizer Buchhandels / SBVV-Generalversammlung 2027;Preis;Schweizer Buchhandels- und Verlags-Verband SBVV;Bern;BE;DCH;2027-06-00;2027-06-00;erwartet;jaehrlich;Branche;https://www.sbvv.ch/preis-schweizer-buchhandel;2026-09-08;Verleihung findet am 8. Juni 2026 in Bern statt, im Anschluss an die Generalversammlung;OFFEN;Einreichfrist;0;verlag;;CH;2026: GV und Verleihung am 8.6. in der Schweizerischen Nationalbibliothek Bern, Publikumsabstimmung ab 29. April. Datum 2027 abgeleitet aus diesem Muster, nicht publiziert. [Zugang: Buchhandlung und Verlag des Jahres. Eine Fachjury nominiert, danach stimmt das Publikum ab]
2027-06_chateau-de-lavigny-residence;Résidence d'écrivain – Château de Lavigny;Ausschreibung;Fondation Ledig-Rowohlt;Lavigny;VD;FCH;2027-06-00;2027-10-00;erwartet;jaehrlich;Schreibende;http://www.chateaudelavigny.ch/rsidence-dcrivain;2026-09-08;Date limite de reception des dossiers pour une residence en 2027: 15 octobre 2026;2026-10-15;Einreichfrist;0, Verpflegung selbst zu tragen;publikation;;;Vierwoechige Aufenthalte zwischen Juni und Oktober, Dossier auf Franzoesisch oder Englisch, offen fuer alle Schreibsprachen - fuer Teilnehmende des Schreibjahrs grundsaetzlich zugaenglich. [Zugang: Un ecrivain doit avoir publie au moins un livre, publication a compte d auteur non reconnu]
2027-06_fondation-jan-michalski-residences;Résidences pour écrivains – Fondation Jan Michalski;Ausschreibung;Fondation Jan Michalski pour l'écriture et la littérature;Montricher;VD;FCH;2027-06-00;2027-08-00;erwartet;jaehrlich;Schreibende;https://fondation-janmichalski.com/en/residences;2026-09-08;The application forms for 2027 will be available online from 2 June 2026 until 31 August 2026;;;0;offen;;;"Bewerbung fuer 2027 ist geschlossen. Fenster fuer 2028 duerfte nach demselben Muster im Sommer 2027 liegen; Aufenthalte von zwei Wochen bis drei Monaten, alle Sprachen zugelassen. Bewerbungsfenster fuer die Residenzen 2027 lief vom 2.6.2026 bis 31.8.2026, Anreise der ersten Gruppe Mitte Januar 2027; das Fenster fuer 2028 ist noch nicht publiziert. Bewerbungsfenster fuer 2027 endete am 31.8.2026; fuer 2028 dasselbe Muster angenommen, nicht publiziert. [Zugang: Beginners are accepted. There are no age or nationality restrictions]"
2027-06_ag-werkbeitrag-literatur;Werkbeitrag Literatur Kanton Aargau;Ausschreibung;Aargauer Kuratorium;Aarau;AG;DCH;2027-06-10;2027-06-10;erwartet;jaehrlich;Schreibende;https://www.aargauerkuratorium.ch/termine/literatur;2026-09-08;10. Juni 2026 Werkbeitrag Entscheid ab 22. September 2026;;;0;publikation;;Kanton AG 2 Jahre oder 15 Jahre frueher;"für Teilnehmende — keine Altersgrenze und keine Vorpublikation verlangt, aber Aargauer Bezug (zwei Jahre Wohnsitz oder früher 15 Jahre). Termin 2027 aus dem Vorjahresmuster, publiziert war am 8.9.2026 nur bis Januar 2027. Beleg nennt den Termin 2026 (10.6.2026). Vorjahresmuster: 10. Juni. Vorjahresmuster 10. Juni auf 2027 gerechnet; nicht publiziert. [Zugang: Gefoerdert werden professionell taetige Aargauer Kuenstlerinnen und Kuenstler. Manuskripta]"
2027-06_allpages-festival;Allpages Festival;Festival;Allpages Festival (Komitee);Anzère (Ayent);VS;FCH;2027-06-12;2027-06-13;bestaetigt;jaehrlich;Breitenpublikum;https://allpagesfestival.ch/;2026-09-08;les 12 et 13 juin 2027 a Anzere;OFFEN;Programmeingabe;OFFEN;;;;2026 erstmals durchgefuehrt mit rund 50 Autorinnen und Autoren, literarischen Spaziergaengen und Seilbahnlesungen. Junges Format, frankophon
2027-06_leukerbad;31. Internationales Literaturfestival Leukerbad;Festival;Literaturfestival Leukerbad;Leukerbad;VS;DCH;2027-06-24;2027-06-27;bestaetigt;jaehrlich;Breitenpublikum+Fachpublikum;https://literaturfestival.ch/;2026-09-08;24.-27.6.2027;;;OFFEN;;;;Leitung Stephan Bader und Anna Kulp. Deutschsprachiges Oberwallis - deshalb A1 und nicht A4. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert
2027-06_prolitteris-generalversammlung;Generalversammlung ProLitteris 2027;Tagung;ProLitteris, Schweizerische Genossenschaft fuer Urheberrechte an Literatur und Kunst;Zuerich;ZH;national;2027-06-26;2027-06-26;bestaetigt;jaehrlich;Branche+Schreibende+Fachpublikum;https://prolitteris.ch/aktuelles/;2026-09-08;26. Juni 2027 - Generalversammlung ProLitteris;OFFEN;KEINE;OFFEN;;;;"Ort wechselt jaehrlich und war am 08.09.2026 nicht publiziert; GV meist verbunden mit der Verleihung des ProLitteris-Preises. Auf derselben Seite: Kulturfonds-Gesuchsfristen 1.2.2027 und 1.10.2027 (gehoert zu A5). ProLitteris zieht per 1.10.2026 an die Buerglistrasse 17, 8002 Zuerich"
2027-07_literaturfestival-zuerich;Literaturfestival Zuerich;Festival;Literaturhaus Zuerich und Kaufleuten;Zuerich;ZH;DCH;2027-07-00;2027-07-00;erwartet;jaehrlich;Breitenpublikum;https://www.literaturfestivalzuerich.com/besuch;2026-09-08;findet seitdem jaehrlich waehrend 7 Tagen im Juli statt;OFFEN;Programmeingabe;OFFEN;;;;2026 war 6.-12. Juli - 2027 noch nicht publiziert. Hauptbuehne Alter Botanischer Garten Pelikanstrasse 40. Stark kuratiert auf internationale Namen - fuer Patrick eher Publikumsanlass als Andockflaeche
2027-07_seetaler-poesiesommer;Seetaler Poesiesommer;Reihe;Kulturkommission Hochdorf mit Vereinigung Pro Heidegg und Historischer Vereinigung Seetal;Hochdorf;LU;DCH;2027-07-00;2027-10-00;erwartet;jaehrlich;Breitenpublikum;https://poesiesommer.ch/;2026-09-08;mit Anlaessen von Juli bis Oktober;OFFEN;Programmeingabe;OFFEN;;;;2026 war die 27. Auflage von Juli bis Oktober mit Eroeffnung Schloss Heidegg. Bespielt Seetal LU und AG sowie internationale Orte - Hauptort Hochdorf Rest siehe Website. 2027 noch nicht publiziert
2027-08_festival-di-narrazione-arzo;Festival internazionale di narrazione – Arzo;Festival;Associazione Festival di narrazione;Arzo (Mendrisio);TI;ICH;2027-08-00;2027-08-00;erwartet;jaehrlich;Breitenpublikum;https://www.festivaldinarrazione.ch/;2026-09-08;"20-23 agosto 2026; ventiseiesima edizione, tema Aprire spiragli";OFFEN;Einreichfrist;Mitgliedschaft ab CHF 50;;;;Erzaehl- und Theaterfestival in den Hoefen von Arzo. Fuer 2027 ist ein bando di drammaturgia zu Zwangsinternierungen in der Schweiz ausgeschrieben, die Frist steht nur im verlinkten PDF
2027-08_fete-du-livre-st-pierre-de-clages;Fête du Livre de St-Pierre-de-Clages;Markt;Association du Village du Livre;Saint-Pierre-de-Clages (Chamoson);VS;FCH;2027-08-27;2027-08-29;bestaetigt;jaehrlich;Breitenpublikum+Branche;https://www.village-du-livre.ch/fr/la-fete-du-livre/la-fete-du-livre-952/;2026-09-08;"Vendredi 27 aout 2027 ... dimanche 29 aout 2027; le dernier weekend du mois d aout";OFFEN;Standanmeldung;OFFEN;;;;Schweizer Buchdorf mit eigenen Ausstellerkategorien fuer Autorinnen und Verlage (3 Tage, 1 Tag). Anmeldefrist und Standgebuehren stehen nicht online
2027-08_be-lesungen-literaturpreistraeger;Beiträge an Lesungen von Literaturpreisträgerinnen und -preisträgern Kanton Bern;Ausschreibung;Amt für Kultur Kanton Bern;Bern;BE;DCH;2027-08-31;2027-08-31;bestaetigt;jaehrlich;Branche;https://www.kultur.bkd.be.ch/de/start/themen/kulturfoerderung/aktuelle-ausschreibungen-kulturfoerderung/beitraege-an-veranstaltungen-mit-literaturpreistraegerinnen-und-.html;2026-09-08;Lesungen im Zeitraum vom 15. August 2026 bis 31. August 2027 im Kanton Bern werden unterstützt;2027-08-31;Einreichfrist;0;verlag;;Kanton BE (Veranstaltungsort);für Salon — der Kanton übernimmt die Honorare der fünf 2026 ausgezeichneten Berner Literaturschaffenden, die übrigen Kosten trägt der Veranstalter. Nur für Veranstaltungen im Kanton Bern, deshalb für Olten Basel Zürich nicht nutzbar [Zugang: Kulturveranstaltende, die eine Lesung mit Berner Literaturpreistraegerinnen und -traegern ]
2027-09_babel-festival;Babel. Festival di letteratura e traduzione;Festival;Associazione Babel (associazione senza scopo di lucro);Bellinzona;TI;ICH;2027-09-00;2027-09-00;erwartet;jaehrlich;Breitenpublikum+Fachpublikum+Schreibende;https://www.babelfestival.com/;2026-09-08;"Bellinzona, 16-20 settembre; La XXI edizione di Babel, festival di letteratura e traduzione";OFFEN;Programmeingabe;OFFEN;;;;"Festival fuer Literatur und Uebersetzung, jedes Jahr Mitte September. Das Uebersetzungsthema macht es sprachuebergreifend anschlussfaehig; XXII. Ausgabe 2027 noch nicht datiert"
2027-03_hkb-ba-literarisches-schreiben;Bachelor Literarisches Schreiben - Anmeldung Studienjahr 2027/28;Ausschreibung;Hochschule der Künste Bern / Schweizerisches Literaturinstitut;Biel;BE;DCH;2027-09-00;2027-09-00;bestaetigt;jaehrlich;Schreibende;https://www.hkb.bfh.ch/de/studium/bachelor/literarisches-schreiben/;2026-09-08;Anmeldefrist 15. März 2027 für das Studienjahr 2027/2028 - Studienbeginn September 2027;2027-03-15;Einreichfrist;CHF 250 Anmeldung und Eignungsabklärung plus CHF 850 pro Semester;offen;;;In der SWOT enthalten (Nr. 11). Einzige subventionierte Alternative - der ganze BA kostet CHF 5100 bei sechs Semestern. Die Anmeldefrist 15.03.2027 fällt mitten in den ersten Schreibjahr-Jahrgang und ist ein Abwanderungsrisiko. [Zugang: Bei besonderer kuenstlerischer Begabung kann vom Abschluss der Sekundarstufe II abgesehen ]
2027-09_sikjm-jahrestagung;SIKJM-Jahrestagung 2027;Tagung;Schweizerisches Institut fuer Kinder- und Jugendmedien SIKJM;Zuerich;ZH;DCH;2027-09-00;2027-09-00;erwartet;jaehrlich;Fachpublikum+Branche;https://sikjm.ch/lesen-foerdern/weiterbildung/jahrestagung-aktuell/;2026-09-08;16. September 2026, 8:30-16:30 Uhr, Volkshaus Zuerich, Stauffacherstrasse 60;OFFEN;Einreichfrist;CHF 150 Mitglieder / CHF 200 Nichtmitglieder / CHF 100 Studierende;;;;Datum 2027 aus dem Vorjahresmuster abgeleitet (Jahrestagung jeweils Mitte September, Volkshaus Zuerich). Kosten aus der Tagung 2026 uebernommen
2027-09_le-livre-sur-les-quais;Le livre sur les quais;Festival;Association Le livre sur les quais;Morges;VD;FCH;2027-09-03;2027-09-05;angekuendigt;jaehrlich;Breitenpublikum+Branche;https://www.swissinfo.ch/fre/le-livre-sur-les-quais-s%C3%A9duit-avec-sa-nouvelle-formule/92012884;2026-09-08;La 18e edition est deja agendee du 3 au 5 septembre 2027.;OFFEN;Standanmeldung;OFFEN;;;;"Groesstes Literaturfestival der Romandie. Die offizielle Seite lelivresurlesquais.ch nennt am 08.09.2026 nur die 17. Ausgabe 2026; Datum 2027 daher ueber die Agenturmeldung belegt"
2027-09_sbvv-kurzgeschichten-schreiben;Kurzgeschichten schreiben (SBVV-Weiterbildung);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2027-09-06;2027-09-06;bestaetigt;jaehrlich;Schreibende;https://www.sbvv.ch/kurs/999/9/;2026-09-08;"Montag, 6. September 2027 von 9:15 - 17:00 Uhr; Anmeldeschluss: 30.08.2027";2027-08-30;Einreichfrist;CHF 360 Mitglieder / CHF 410 Nichtmitglieder;;;;Leitung Michele Minelli, fuer alle die Kurzgeschichten schreiben wollen. Teil des SBVV-Schreibkursprogramms, das dem Schreibjahr am naechsten kommt. Grenzfall zu A6
2027-09_sbvv-das-lektorat-september;Das Lektorat (SBVV-Weiterbildung, September 2027);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2027-09-08;2027-09-08;bestaetigt;jaehrlich;Branche+Fachpublikum;https://www.sbvv.ch/kurs/1006/9/;2026-09-08;"Mittwoch, 8. September 2027 von 9:15 - 17:00 Uhr; Anmeldeschluss: 01.09.2027";2027-09-01;Einreichfrist;CHF 380 Mitglieder / CHF 430 Nichtmitglieder;;;;Zweiter Durchgang des Lektoratskurses im Jahr, Leitung Regula Walser. Bemerkenswert: fuer Herbst 2027 bereits bestaetigt publiziert, waehrend fast alles andere in dieser Zone offen ist
2027-09_modul-s7;Schreibjahr Modul S7;Einzelveranstaltung;Salon der Kuenste;OFFEN;CH;DCH;2027-09-11;2027-09-11;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;S7, 11.09., Gast offen - anfragen;KEINE;KEINE;;;;;Verlagsgast noch offen
2027-09_bodensee-buchmesse;Bodensee-Buchmesse 2027 (BBM27);Messe;KWX - KULTUR WORX, Kreuzlingen;Konstanz;DE;national;2027-09-18;2027-09-18;bestaetigt;jaehrlich;Branche+Breitenpublikum;https://www.bodensee-buchmesse.ch/;2026-09-08;"Samstag, 18. September 2027, Konstanz; unabhaengige Verlage, Self-Publisher, Influencer und Autoren";OFFEN;Standanmeldung;OFFEN;;;;Veranstalter sitzt in Kreuzlingen TG, Messe selbst in Konstanz - Grenzlage, fuer Ostschweizer Publikum erreichbar. Standkosten und Frist nicht publiziert
2027-10_literaturtage-zofingen;Literaturtage Zofingen 2027;Festival;Literaturtage Zofingen (Verein);Zofingen;AG;DCH;2027-10-00;2027-10-00;erwartet;jaehrlich;Breitenpublikum;https://literaturtagezofingen.ch/;2026-09-08;16. bis 18. Oktober 2026;OFFEN;Programmeingabe;OFFEN;;;;Datum aus Muster abgeleitet - jeweils im Nachgang zur Frankfurter Buchmesse Mitte Oktober
2027-10_vorsatz-zuerich-liest;VorSatz — Schreibwettbewerb von Zürich liest;Ausschreibung;Zürcher Literaturhaus-Stiftung Zürich liest;Zürich;ZH;DCH;2027-10-00;2027-11-00;erwartet;jaehrlich;Schreibende;https://www.zuerich-liest.ch/vorsatz;2026-09-08;Frist: 31. Mai 2026 Lesungen: vom 20.–25. Oktober 2026;;;0;offen;;CH;"für Teilnehmende — offener Kurztext-Wettbewerb ohne Publikations- und Altersschranke, Preis ist eine Bühne am Festival Zürich liest oder ein Platz in der ALIT-Literaturwerkstatt. Frist 2027 aus dem Muster 2026 abgeleitet. Seite nennt nur 'Frist: 31. Mai 2026' fuer die Ausgabe 2026. Vorjahresmuster: Ende Mai. Vorjahresmuster Frist Ende Mai auf 2027 gerechnet; nicht publiziert. [Zugang: Du hast noch keine eigenstaendige Publikation (Buch). Du wohnst in der Schweiz]"
2027-10_weinfelder-buchtage;Weinfelder Buchtage 2027;Festival;Verein weinfelder buchtage;Weinfelden;TG;DCH;2027-10-00;2027-11-00;erwartet;jaehrlich;Breitenpublikum;https://buchtage.ch/;2026-09-08;Die 10. Weinfelder Buchtage finden vom Dienstag 27. Okt. bis Sonntag 1. Nov 2026 statt;OFFEN;Programmeingabe;OFFEN;;;;Datum aus dem Muster der letzten Ausgaben abgeleitet - fruehere Ausgaben lagen in Maerz September und November also Herbstlage nicht ganz sicher
2027-10_zuerich-liest;Zuerich liest 27;Festival;Verein Zuerich liest;Zuerich;ZH;DCH;2027-10-00;2027-10-00;erwartet;jaehrlich;Breitenpublikum+Branche;https://www.zuerich-liest.ch/zhl/veranstalten;2026-09-08;Anmeldeschluss ist Ende Juni 2026. Veranstaltungen die danach eingetragen werden;;;CHF 850 Werbemittelbeitrag Nichtmitglieder (Stand 2026);;;;"Datum und Frist aus dem Muster 2026 abgeleitet - 2027 noch nicht publiziert. Realistischstes Werbefenster fuer den Jahrgang 2028. Seite nennt nur 'Anmeldeschluss ist Ende Juni 2026' fuer Zuerich liest 26. Vorjahresmuster: Ende Juni. Vorjahresmuster Anmeldeschluss Ende Juni auf 2027 gerechnet; nicht publiziert"
2027-10_frankfurter-buchmesse;Frankfurter Buchmesse 2027;Messe;Frankfurter Buchmesse GmbH;Frankfurt am Main;DE;national;2027-10-06;2027-10-10;angekuendigt;jaehrlich;Branche+Fachpublikum+Breitenpublikum;https://www.messen.de/de/10211/frankfurt-am-main/frankfurter-buchmesse/info;2026-09-08;Frankfurter Buchmesse 2027: 06.10.2027 - 10.10.2027, Messe Frankfurt;OFFEN;Standanmeldung;OFFEN;;;;"Ehrengast 2027 ist Chile. SBVV-Gemeinschaftsstand fuer 2027 noch nicht ausgeschrieben; Stichtag 2026 lag am 27.04. - fuer 2027 also vermutlich April 2027"
2027-10_modul-s8-knapp;Schreibjahr Modul S8, Gaeste Knapp und Nicolay;Einzelveranstaltung;Salon der Kuenste;Olten;SO;DCH;2027-10-09;2027-10-09;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;S8, 09.10.2027, Olten, Thomas Knapp, Knapp Verlag + Fabian Nicolay;KEINE;KEINE;;;;;Status laut Einsatzplan noch zu bestaetigen
2027-10_schreibwerk-ost-poetisches-feld;Das poetische Feld;Kurs;Schreibwerk Ost;Zürich;ZH;DCH;2027-10-25;2027-10-25;bestaetigt;einmalig;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;Das poetische Feld 25. Oktober Zürich CHF 390.00;KEINE;KEINE;CHF 390;;;;Anbieter steht in der SWOT. Letzter für 2027 publizierter Termin auf der Seite
2027-11_abraxas-zug;Abraxas - Zentralschweizer Kinder- und Jugendliteratur-Festival Zug;Festival;Verein ABRAXAS;Zug;ZG;DCH;2027-11-00;2027-11-00;erwartet;zweijaehrlich;Breitenpublikum+Jugend;https://www.abraxas-festival.ch/leitbild;2026-09-08;alle zwei Jahre ein Kinder- und Jugendliteratur-Festival;OFFEN;Programmeingabe;OFFEN;;;;Letzte Ausgabe 2025 im November also 2027 zu erwarten - auf der offiziellen Seite steht dazu nichts. Kinder- und Jugendliteratur - fuer das Schreibjahr nur bedingt passend aber einziges Literaturfestival im Kanton Zug
2027-11_buch-wien;BUCH WIEN 2027;Messe;BUCH WIEN GmbH / SBVV (Gemeinschaftsstand);Wien;AT;national;2027-11-00;2027-11-00;erwartet;jaehrlich;Branche+Breitenpublikum;https://www.sbvv.ch/fairDetail/203/8/BUCH%20WIEN;2026-09-08;"25.11.2026 - 29.11.2026; Anmeldeschluss: 06.05.2026";OFFEN;OFFEN;OFFEN;;;;Datum 2027 aus dem Vorjahresmuster abgeleitet (jeweils letzte Novemberwoche), Anmeldeschluss fuer den Schweizer Gemeinschaftsstand analog Anfang Mai. Beides am 08.09.2026 nicht publiziert. SBVV-Seite traegt am 8.9.2026 nur BUCH WIEN 2026 (25.-29.11.2026, Anmeldeschluss 6.5.2026). Vorjahresmuster: Anmeldeschluss Anfang Mai
2027-11_dis-da-litteratura;Dis da litteratura 2027;Festival;Uniun per la Litteratura Rumantscha ULR;Chur;GR;DCH;2027-11-00;2027-11-00;erwartet;jaehrlich;Breitenpublikum+Schreibende;https://www.disdalitteratura.ch/de/;2026-09-08;Die naechsten Dis da litteratura finden am 6. 7. und 8. November 2026 in der Postremise Chur statt;OFFEN;Einreichfrist;OFFEN;;;;Datum aus dem Muster abgeleitet - jaehrlich im November. 2027 nicht publiziert. Einziges Literaturfestival das im Kanton Graubuenden belegt werden konnte
2027-11_buchbasel;Internationales Literaturfestival BuchBasel;Festival;Verein LiteraturBasel;Basel;BS;DCH;2027-11-00;2027-11-00;erwartet;jaehrlich;Breitenpublikum+Branche+Fachpublikum;https://www.buchbasel.ch/de/;2026-09-08;13.-15. November 2026;OFFEN;Programmeingabe;OFFEN;;;;Datum aus Muster 2026 abgeleitet (Mitte November) - 2027 noch nicht publiziert
2027-11_schaffhauser-buchwoche;Schaffhauser Buchwoche 2027;Festival;Verein Schaffhauser Buchwoche;Schaffhausen;SH;DCH;2027-11-00;2027-11-00;erwartet;jaehrlich;Breitenpublikum;https://www.schaffhauserbuchwoche.ch/;2026-09-08;Vom 2. bis 15. November findet die Schaffhauser Buchwoche 2026 statt;OFFEN;Programmeingabe;OFFEN;;;;Datum aus Muster abgeleitet - erste Novemberhaelfte. 2027 nicht publiziert
2027-11_schweizer-buchpreis-anmeldung;Schweizer Buchpreis SBP — Anmeldung der Verlage;Preis;SBVV und Verein LiteraturBasel;Basel;CH;national;2027-11-00;2027-11-00;erwartet;jaehrlich;Branche;https://schweizerbuchpreis.ch/charta/;2026-09-08;Der Ausschreibungszeitraum läuft von Februar bis April des jeweiligen Preisjahres;OFFEN;Einreichfrist;0;verlag;;CH oder 2 Jahre in CH (Autor:in);nicht für Teilnehmende — Eigenbewerbungen von Autorinnen sind nicht möglich, nur Verlage mit Verbandsmitgliedschaft können einreichen. Verleihung jeweils im November in Basel, Tag der Frist nicht publiziert [Zugang: Verlage koennen im Einverstaendnis mit den Autor:innen maximal zwei Titel einreichen. Eige]
2027-11_schweizer-erzaehlnacht;Schweizer Erzaehlnacht 2027;Einzelveranstaltung;Schweizerisches Institut fuer Kinder- und Jugendmedien SIKJM;landesweit;CH;national;2027-11-00;2027-11-00;erwartet;jaehrlich;Breitenpublikum+Jugend;https://sikjm.ch/lesen-foerdern/projekte/erzahlnacht/;2026-09-08;Die Erzaehlnacht 2026 findet am Freitag 13. November 2026 statt;OFFEN;Programmeingabe;0;;;;Immer zweiter Freitag im November - Datum 2027 aus dem Muster abgeleitet und nicht publiziert
